작성일,종목명,종목코드,제목,적정가격,평가의견,작성자,작성기관,세부내용
2022-05-31,삼성전자,005930,실적 모멘텀 이후 주주가치 증대는 필연적,"84,000",Buy,김선우,메리츠증권,"삼성전자(005930) 실적 모멘텀 이후 주주가치 증대는 필연적스마트폰 출하 하향 조정 불구, 반도체 실적 개선에 기반해 전사 실적은 시장 기대치 상회 실적 모멘텀에 기반해 안정적 주가 흐름 예상. 하반기 주주환원 정책의 재검토 여부가 중요"
2022-05-30,삼성전자,005930,현주가 수준은 저점 매수가 가능한 가격대,"82,000",Buy,송명섭,하이투자증권,삼성전자(005930) 현주가 수준은 저점 매수가 가능한 가격대현주가 수준은 저점 매수가 가능한 가격대
2022-05-26,삼성전자,005930,2H22 수요가 관건,"87,000",Buy,"남대종, 김광수",이베스트증권,삼성전자(005930) 2H22 수요가 관건자율주행과 파운드리 2H22 수요가 관건
2022-05-03,삼성전자,005930,2Q22 실적의 Key point는 MX 부문,"87,000",Buy,남대종,이베스트증권,삼성전자(005930) 2Q22 실적의 Key point는 MX 부문1Q22 실적은 반도체와 MX가 견인
2022-04-29,삼성전자,005930,저점 매수 가능 가격대에 진입 중,"82,000",Buy,송명섭,하이투자증권,"삼성전자(005930) 저점 매수 가능 가격대에 진입 중단 당분간 구간 매매 불가피. 목표주가 82,000 원으로 하향"
2022-04-29,삼성전자,005930,복합 역풍 속에서도 2분기 실적 개선 예상,"88,000",Buy,이승우,유진투자증권,"삼성전자(005930) 복합 역풍 속에서도 2분기 실적 개선 예상2 분기 실적은 매출 80.5조원, 영업이익 16 조원으로 더욱 개선될 전망"
2022-04-29,삼성전자,005930,중국 Lockdown 해제 메모리 개선 가속화,"118,000",Buy,이재윤,유안타증권,삼성전자(005930) 중국 Lockdown 해제 → 메모리 개선 가속화1Q22 사업부별 실적 발표
2022-04-29,삼성전자,005930,멀티플 하방 압력 속 실적 모멘텀 점증,"84,000",Buy,김선우,메리츠증권,삼성전자(005930) 멀티플 하방 압력 속 실적 모멘텀 점증1Q22 영업이익 14.1조원. 메모리 이익 확대로 실적은 연말까지 지속 개선
2022-04-20,삼성전자,005930,IBKS Spot Comment,0,N/A,김운호,IBK투자증권,삼성전자(005930) IBKS Spot CommentOLED 신규 투자는 LTPO 증설에 따른 보완 투자
2022-04-13,삼성전자,005930,매수 TP 100 000 원 1 분기 실적은 기대 이상,"100,000",Buy,김운호,IBK투자증권,"삼성전자(005930) 삼성전자 ( 매수 /TP 100,000 원 )1 분기 실적은 기대 이상삼성전자 ( 매수 /TP 100,000 원 )1 분기 실적은 기대 이상"
2022-04-12,삼성전자,005930,경기둔화 우려가 삼킨 서프라이즈,"88,000",Buy,이승우,유진투자증권,"삼성전자(005930) 경기둔화 우려가 삼킨 서프라이즈분기 역대 최고 매출 기록했으나, 주가는 52 주 신저가"
2022-04-08,삼성전자,005930,당분간 구간 매매 권고,"89,000",Buy,송명섭,하이투자증권,"삼성전자(005930) 당분간 구간 매매 권고매수 투자의견 유지. 목표주가 89,000원으로 소폭 하향"
2022-04-08,삼성전자,005930,1분기 디스플레이 기대 이상,"100,000",매수,김운호,IBK투자증권,"삼성전자(005930) 1분기, 디스플레이 기대 이상1분기 실적은 기대 이상 22년 1분기/반도체: 비, 디스플레이: 맑음, IM: 맑음"
2022-04-08,삼성전자,005930,1Q22P 환율효과와 아쉬운 영업지표,0,N/A,김선우,메리츠증권,"삼성전자(005930) 1Q22P – 환율효과와 아쉬운 영업지표기대 이상의 1Q22 실적, 다만 아쉬운 영업지표"
2022-04-08,삼성전자,005930,1Q22 잠정 실적 시장 기대치 상회,"87,000",Buy,"남대종, 김광수",이베스트증권,삼성전자(005930)  1Q22 잠정 실적 시장 기대치 상회2Q22 스마트폰 출하량과 메모리 반도체 가격 변화가 중요
2022-04-04,삼성전자,005930,실적은 느낌표 전망은 물음표,"88,000",Buy,이승우,유진투자증권,"삼성전자(005930) 실적은 느낌표, 전망은 물음표1Q22 예상 영업이익 13.5 조원 예상 부진한 주가로 싹트는 미래에 대한 의심"
2022-03-21,삼성전자,005930,1Q22 영업이익 13 6조원 전망,"94,000",Buy,송명섭,하이투자증권,삼성전자(005930) 1Q22 영업이익 13.6조원 전망[투자포인트]
2022-02-23,인터플렉스,051370,삼성전자 S펜 울트라 폴더 블폰 확대 수혜,"22,000",Buy,박강호,대신증권,"인터플렉스(051370)삼성전자 S펜(울트라, 폴더 블폰) 확대 수혜인터플렉스(051370)삼성전자 S펜(울트라, 폴더 블폰) 확대 수혜"
2022-02-14,삼성전자,005930,메모리 업황 개선 본격화,"100,000",Buy,박유악,키움증권,삼성전자(005930)메모리 업황 개선 본격화삼성전자(005930)메모리 업황 개선 본격화
2022-02-09,삼성전자,005930,에게필요한것은,"93,000",Buy,이승우,유진투자증권,삼성전자(005930)삼성전자에게필요한것은?삼성전자(005930)삼성전자에게필요한것은?
2022-02-08,삼성전자,005930,리스크는 주가에 반영 성장성은 미반영,"98,000",Buy,김영우,SK증권,"삼성전자(005930)리스크는 주가에 반영 , 성장성은 미반영삼성전자(005930)리스크는 주가에 반영 , 성장성은 미반영"
2022-01-28,삼성에스디에스,018260,삼성전자 005930 I T 서비스 실적 반등시 탄력적인 주가 상승 가능,"110,000",Buy,이순학,한화투자증권,삼성전자(005930)삼성에스디에스(018260)I T 서비스 실적 반등시 탄력적인 주가 상승 가능삼성전자(005930)삼성에스디에스(018260)I T 서비스 실적 반등시 탄력적인 주가 상승 가능
2022-01-28,삼성전자,005930,투자 투트랙 전략의 필요성,"96,000",Buy,김선우,메리츠증권,삼성전자(005930)투자 투트랙 전략의 필요성삼성전자(005930)투자 투트랙 전략의 필요성
2022-01-28,삼성전자,005930,4Q21 실적발표 자료 하이라이트,0,-,김선우,메리츠증권,삼성전자(005930)4Q21 실적발표 자료 하이라이트4Q21 실적발표 자료 하이라이트
2022-01-28,삼성전자,005930,Set 실판매와 경기 지표의 강도가 중요,"94,000",Buy,송명섭,하이투자증권,삼성전자(005930)Set 실판매와 경기 지표의 강도가 중요삼성전자(005930)Set 실판매와 경기 지표의 강도가 중요
2022-01-28,삼성전자,005930,2022년 시장 환경에 대한 불확실성,"87,000",Buy,"남대종,김광수",이베스트증권,삼성전자(005930)2022년 시장 환경에 대한 불확실성삼성전자(005930)2022년 시장 환경에 대한 불확실성
2022-01-28,삼성전자,005930,메모리 가 격 조 기 반 등,"118,000",Buy,이재윤,유안타증권,삼성전자(005930)메모리 가 격 조 기 반 등삼성전자(005930)메모리 가 격 조 기 반 등
2022-01-28,삼성전자,005930,2022년 최대 실적 예상,"120,000",Buy,"이수빈, 박강호",대신증권,삼성전자(005930)2022년 최대 실적 예상2022년 최대 실적 예상
2022-01-28,삼성전자,005930,4Q21반도체 부진 1Q22모바일 화창,"90,000",Buy,김운호,IBK투자증권,"삼성전자(005930)4Q21반도체 부진, 1Q22모바일 화창4분기 반도체 부진, 성과급도 一助"
2022-01-18,삼성전자,005930,4 분기 전망치 하회 2022 년 안정적 실적 개선,"90,000",Buy,김운호,IBK투자증권,삼성전자(005930)4 분기 전망치 하회 2022 년 안정적 실적 개선4분기 전망치 하회 2022 년 안정적 실적 개선
2022-01-10,삼성전자,005930,4 Q2 1 잠정실적 코멘트 일회성 비용 제거하면 기대치 충족,"110,000",Buy,"이순학, 이용욱",한화투자증권,삼성전자(005930)4 Q2 1 잠정실적 코멘트 일회성 비용 제거하면 기대치 충족4 분기 실적 리뷰 1 분기 전망 및 주가 흐름
2022-01-10,삼성전자,005930,IT Set 실판매 강도에 주목 필요,"94,000",Buy,송명섭,하이투자증권,"삼성전자(005930)IT Set 실판매 강도에 주목 필요매수 투자의견을 유지하고 목표주가를 94,000원으로 상향"
2022-01-10,삼성전자,005930,2022년은 메모리 반도체 업사이 클로 사상 최대 실적 기대,"120,000",Buy,"이수빈, 박강호",대신증권,"삼성전자(005930)2022년은 메모리 반도체 업사이 클로 사상 최대 실적 기대4분기 특별 상여금 일회성 비용으로 하회, 그러나 22년 이익 상향 조정"
2022-01-10,삼성전자,005930,전략적경영계획과구조변화도출이핵심,0,-,김선우,메리츠증권,삼성전자(005930)전략적경영계획과구조변화도출이핵심4Q21 영업이익13.8조원.메모리·스마트폰출하지연아쉬우나1조원일회성비용감안시무난한실적
2022-01-10,삼성전자,005930,반도체 업종 조정기의 끝자락,"95,000",Buy,박유악,키움증권,삼성전자(005930)반도체 업종 조정기의 끝자락반도체 업종 조정기의 끝자락
2022-01-10,삼성전자,005930,4Q21 잠정 실적 시장 기대치 소폭 하회,"87,000",Buy,남대종,이베스트증권,삼성전자(005930)4Q21 잠정 실적 시장 기대치 소폭 하회4Q21 잠정 실적 시장 기대치 소폭 하회
2022-01-10,삼성전자,005930,일회성 비용 반영으로 예상 하회,"93,000",Buy,이승우,유진투자증권,삼성전자(005930)일회성 비용 반영으로 예상 하회일회성 비용 반영으로 예상 하회
2022-01-05,삼성전자,005930,2022년은 퀀텀 점프가 될 한 해,"110,000",Buy,"이순학, 이용욱",한화투자증권,삼성전자(005930)2022년은 퀀텀 점프가 될 한 해4분기 영업이익 15.2조 원 추정 2022년 영업이익 전년대비 28% 성장한 68조 원 전망
2021-12-20,삼성전자,005930,반도체와 모바일 사업부문 실적 호조,"120,000",Buy,이수빈,대신증권,삼성전자(005930)반도체와 모바일 사업부문 실적 호조반도체와 모바일 사업부문 실적 호조
2021-11-30,삼성전자,005930,불확실한 거시 환경,"87,000",Buy,남대종,이베스트증권,삼성전자(005930)불확실한 거시 환경삼성전자(005930)불확실한 거시 환경
2021-11-25,에스원,012750,삼성전자 시설관리 공개입찰 관련 Comment,"110,000",Buy,김세련,이베스트증권,"에스원(012750)삼성전자 시설관리 공개입찰 관련 Comment일감몰아주기 해소 목적으로 언론 보도, 영향대비 주가 낙폭 과대"
2021-11-24,삼성전자,005930,23년 연간 매출액 300조원,"118,000",Buy,이재윤,유안타증권,삼성전자(005930)23년 연간 매출액 300조원23년 연간 매출액 300조원
2021-11-16,삼성전자,005930,뚜렷한 파운드리 M A 관련 성과가 중요,"89,000",Buy,송명섭,하이투자증권,"삼성전자(005930)뚜렷한 파운드리, M&A 관련 성과가 중요뚜렷한 파운드리, M&A 관련 성과가 중요"
2021-11-11,삼성전자,005930,연말 투자 선집행 이후 코멘트가 중요,"96,000",Buy,김선우,메리츠증권,삼성전자(005930)연말 투자 선집행 이후 코멘트가 중요공급 경쟁으로 읽힐 수 있는 4Q21 투자 확대. 선두업체로서 수익성 위주 경영 방침의 메시지 전달이 중요
2021-11-11,삼성전자,005930,실적너머 Beyond Earnings,"93,000",Buy,이승우,유진투자증권,삼성전자(005930)실적너머(Beyond Earnings)실적너머(Beyond Earnings)
2021-11-01,삼성전자,005930,뚜렷한 파운드리 M A 관련 성과가 중요,"89,000",Buy,송명섭,하이투자증권,"삼성전자(005930)뚜렷한 파운드리, M&A 관련 성과가 중요삼성전자(005930)뚜렷한 파운드리, M&A 관련 성과가 중요"
2021-10-29,삼성전자,005930,짧아진 사이클,"105,000",Buy,이순학,한화투자증권,삼성전자(005930)짧아진 사이클삼성전자(005930)짧아진 사이클
2021-10-29,삼성전자,005930,부품 공급 부족에 따른 수요 둔화 우려 부각,"90,000",Buy,박유악,키움증권,삼성전자(005930)부품 공급 부족에 따른 수요 둔화 우려 부각삼성전자(005930)부품 공급 부족에 따른 수요 둔화 우려 부각
2021-10-29,삼성전자,005930,4Q21 메모리 반도체 가격 하락 시작,"87,000",Buy,"남대종, 장우람",이베스트증권,삼성전자(005930)4Q21 메모리 반도체 가격 하락 시작3Q21 실적 반도체가 견인 반도체에 대한 기대감?
2021-10-29,삼성전자,005930,메모리 Cycle 축소 23 년 매출액 300 조원,"107,000",Buy,이재윤,유안타증권,"삼성전자(005930)메모리 Cycle 축소 , 23 년 매출액 300 조원메모리 Cycle 축소 , 23 년 매출액 300 조원"
2021-10-29,삼성전자,005930,수요 불확실성은 충분히 반영된 주가,"100,000",Buy,"이수빈, 박강호",대신증권,삼성전자(005930)수요 불확실성은 충분히 반영된 주가수요 불확실성은 충분히 반영된 주가
2021-10-29,삼성전자,005930,진정으로 필요한 것은 밸류에이션 모멘트,"93,000",Buy,이승우,유진투자증권,"삼성전자(005930)진정으로 필요한 것은 밸류에이션 모멘트환율 상승으로 3 분기 손익 8,000 억원 개선 효과 내년 상반기까지는 이익 감소세 예상"
2021-10-29,삼성전자,005930,업황을 좌우할 Capex 퍼즐,"96,000",Buy,"김선우, 홍석현",메리츠증권,삼성전자(005930)업황을 좌우할 Capex 퍼즐3Q21 영업이익 15.8조원. 분기 영업이익은 1Q22까지 소폭 조정 이후 회복
2021-10-29,삼성전자,005930,4분기 감익은 감내할 수준,"90,000",Buy,김운호,IBK투자증권,삼성전자(005930)4분기 감익은 감내할 수준4분기 감익은 감내할 수준
2021-10-25,삼성전자,005930,파운드리 사업부 가치 반영,"100,000",Buy,"이수빈, 박강호",대신증권,삼성전자(005930)파운드리 사업부 가치 반영삼성전자(005930)파운드리 사업부 가치 반영
2021-10-20,삼성전자,005930,우려가 반영된 현재 주가 장기 투자자에 기회,"90,000",Buy,김영우,SK증권,"삼성전자(005930)우려가 반영된 현재 주가, 장기 투자자에 기회투자포인트 부문별 전망 및 투자의견"
2021-10-20,삼성전자,005930,겨울이 오면 봄도 온다,"107,000",Buy,이재윤,유안타증권,삼성전자(005930)겨울이 오면 봄도 온다겨울이 오면 봄도 온다
2021-10-15,삼성전자,005930,3분기 영업이익은 연중 최대 규모,"90,000",Buy,김운호,IBK투자증권,삼성전자(005930)3분기 영업이익은 연중 최대 규모3분기 영업이익은 연중 최대 규모
2021-10-12,삼성전자,005930,3Q21 잠정실적 코멘트 기대치가 너무 높았을 뿐,"105,000",Buy,이순학,한화투자증권,삼성전자(005930)3Q21 잠정실적 코멘트 기대치가 너무 높았을 뿐3Q21 잠정실적 코멘트 기대치가 너무 높았을 뿐
2021-10-12,삼성전자,005930,4Q21 영업이익 16 0조원 전망,"89,000",Buy,송명섭,하이투자증권,삼성전자(005930)4Q21 영업이익 16.0조원 전망4Q21 영업이익 16.0조원 전망
2021-10-12,삼성전자,005930,4Q21 이후 Cost 부담 증가,"87,000",Buy,"남대종, 장우람",이베스트증권,삼성전자(005930)4Q21 이후 Cost 부담 증가3Q21 잠정실적 시장 기대치 부합 4Q21 이후 Cost에 대한 부담 증가
2021-10-12,삼성전자,005930,매크로 우려로 실적 전망 및 목표가 하향,"93,000",Buy,이승우,유진투자증권,삼성전자(005930)매크로 우려로 실적 전망 및 목표가 하향What’s New: 3 분기 실적은 예상 수준이나 매크로 우려가 높아짐
2021-10-12,삼성전자,005930,3분기 15 8조원 컨센서스 부합,"95,000",Buy,이수빈,대신증권,삼성전자(005930)3분기 15.8조원 컨센서스 부합삼성전자(005930)3분기 15.8조원 컨센서스 부합
